ts,pressure,flow,grams,t1_in,t1_out,t_final,pot,pulses_batch,pulses_total,encoder,limit_top,limit_bottom,btn1,btn2,btn3,led1,led2,led3,pid1,pid2,pid3,emergency
54463,5.0053465556691155,0.8753529346470704,25.45987921508434,93.48966331719538,89.75010509240218,87.88962139286889,15.486779115058997,34,129625,44,0,0,0,1,1,1,0,1,126.5740801930713,-19.323953686493027,18.292075759389576,0
54474,4.683056950847323,0.9451086277237116,25.187256925955726,93.4072900374384,89.57790401724928,87.14919045552543,15.498243147011724,18,129643,45,0,0,0,1,1,1,0,1,127.60737507018708,-16.435332710336112,16.229252231522736,0
54485,5.109616573289149,0.8784821657634205,25.174161218475902,92.78870593567657,90.1199815501484,87.25742435989183,15.509838425361774,38,129681,44,0,0,0,0,1,1,0,1,122.19164104533125,-15.758227372455716,17.239085734545107,0
54495,4.9545338114024045,0.9138956857271626,25.47752688645531,93.6001201587083,90.38764797050334,87.54066576667188,15.521327455917085,21,129702,46,0,0,0,1,1,1,0,1,125.46831541011147,-19.99861508861923,21.569316615274474,0
54506,4.671159328681353,0.9366558272949074,25.43246701511878,93.354639403662,90.26092631013537,87.55282831520462,15.533209959375139,35,129737,45,0,0,0,0,1,1,0,1,115.7430170391803,-17.986249250853188,21.82250205022058,0
54516,4.864272586977567,0.9766700083008965,25.496446945143227,93.64985865241155,90.40135201315852,87.65844730309415,15.5451189980745,4,129741,46,0,0,0,0,1,1,0,1,130.04836027011143,-14.270823831423616,20.678595528021724,0
54527,4.602095716217801,0.95907687085058,25.35004407729162,93.73122540020098,90.24089912762818,87.92460221377104,15.557098249407392,36,129777,45,0,0,0,0,1,1,0,1,122.12025351526334,-21.60397490703125,20.205955065880644,0
54537,4.963671823009495,0.8656580704518242,25.266646867159828,93.59553871305998,90.26677357707433,87.6253453011237,15.569635311547106,25,129802,45,0,0,0,1,1,1,0,1,127.07053765988479,-20.824863032816058,19.036878672835417,0
54548,4.8394968636405515,0.9877204514937327,25.333549022652686,93.07669867660084,90.0583079673514,87.75156498221735,15.58196754528407,12,129814,47,0,0,0,1,1,1,0,1,128.49322814136417,-20.23409276026662,18.917241145021674,0
54558,4.744180645899611,0.9736138697361534,25.55176350360482,93.13977853345695,90.0179373304926,87.3662731347276,15.594494578954276,48,129862,46,0,0,0,1,1,1,0,1,126.24727878699409,-17.42689824084268,17.937762842615747,0
54569,4.557493941339067,0.9266939537484797,25.434774646851032,92.9389110648695,89.67506558385496,88.10787699569319,15.607518224749416,45,129907,45,0,0,0,1,1,1,0,1,116.23598670306048,-14.892055426153657,17.189715228383434,0
54580,4.536555780697217,1.0478139947410858,25.53025236318227,93.46749103548636,90.11491945169908,87.78866398500945,15.62040915197024,39,129946,43,0,0,0,1,1,1,0,1,128.8402713894114,-14.037985904068432,16.90272395154425,0
54591,4.8631956171368245,0.9911190176402579,25.31705740957234,92.83823838017939,90.13089464147917,87.40630513288757,15.63368694414184,22,129968,45,0,0,0,1,1,1,0,1,120.42717150518173,-23.973045937811627,19.38421144692733,0
54602,4.988045425164541,0.936660080733487,25.407765079449547,93.73514848150155,90.30326017781573,87.36709744739983,15.646918824489369,41,130009,44,0,0,0,1,1,1,0,1,127.59390078221442,-16.38309962792119,17.647836181768305,0
54612,4.7769495040629,1.0077285869013124,25.249378441001667,93.11357371639664,90.21581685698392,87.3975518581194,15.660263834743596,42,130051,45,0,0,0,0,1,1,0,1,115.93834705655259,-18.188684240751044,20.564980377508054,0
54623,4.7905386452604475,0.9702391088110434,25.22984635118862,92.87880507215372,89.65533161734658,88.08427857205551,15.673769784352068,21,130072,45,0,0,0,0,1,1,0,1,125.45411894108915,-14.47432517031843,21.57575778140478,0
54634,4.5269964043560575,0.9618597434336477,25.38602448052518,93.66992824499962,89.50708407764871,87.80702558897084,15.687520216079818,46,130118,47,0,0,0,1,1,1,0,1,116.93896852392179,-22.916919850440514,19.151656828631324,0
54645,4.731335619782285,0.8973854647494824,25.560104963430103,93.61132686405864,89.74453426546012,87.47493432689504,15.701497410879849,20,130138,45,0,0,0,1,1,1,0,1,124.28405853080112,-20.030368009687336,21.74969591078193,0
54655,4.828684125952341,0.8941770016189435,25.508100607372253,93.48632645589106,89.62417376796809,87.97768982840421,15.715062083710745,34,130172,43,0,0,0,1,1,1,0,1,126.99742958203731,-16.87352852429559,18.74006598900985,0
54666,4.54923085345611,0.967562250334046,25.23483006572936,93.72670570588375,90.17642434969565,87.9462284596003,15.729006429366613,28,130200,45,0,0,0,0,1,1,0,1,127.00265526914274,-22.728313235962283,20.38644189981032,0
54677,4.978783976831339,0.849593027647017,25.230146654597174,93.02364497621924,89.44173941209982,87.19223424577646,15.74328975786258,47,130247,47,0,0,0,1,1,1,0,1,111.17178205109312,-22.25480426891333,18.474443076093834,0
54687,4.846280625362701,0.9535010009035672,25.499653688434307,93.25893936756988,89.95393486206001,87.14259557522792,15.757124416296044,34,130281,47,0,0,0,0,1,1,0,1,110.6124802005561,-20.066211118509596,19.566284455418966,0
54698,4.533081858279872,0.8973064627127542,25.39904450991123,92.91427778560916,90.41344830998665,87.83262676904769,15.771498492529421,35,130316,48,0,0,0,0,1,1,0,1,118.55522021578598,-21.705895459016073,20.970214176874443,0
54708,4.796008828627368,0.9795921073184064,25.360106485265575,93.56362700866623,90.36793128465362,87.21925572025577,15.785786390374593,3,130319,49,0,0,0,1,1,1,0,1,113.65615975626748,-22.31291960117676,21.586119113511558,0
54719,4.447258429796482,0.9412610395615955,25.417325609362052,93.72344881005787,89.70023011565294,87.2148540129095,15.799897777542245,41,130360,47,0,0,0,0,1,1,0,1,109.03045728175634,-13.725014939689494,20.665831227302878,0
54729,4.793095784310184,1.0057559292691696,25.47300594718119,93.02856181803764,90.23576657760039,87.92245834133719,15.814664375164497,46,130406,47,0,0,0,0,1,1,0,1,113.79057952142887,-17.52354748034991,17.484868823898154,0
54740,4.694478337630398,0.9799588641978318,25.307660060096612,92.73901043210462,90.17439602293477,87.33981951594845,15.82974523334953,23,130429,48,0,0,0,0,1,1,0,1,121.65262741096757,-17.899739044203763,20.005388015339406,0
54751,4.935688402609607,0.8413881254207356,25.499207640765963,93.34280741567173,89.89214393626263,87.64453126307808,15.844670859724875,11,130440,49,0,0,0,0,1,1,0,1,116.81537310967443,-14.006488683705498,22.421836983367086,0
54762,4.409935376760071,0.9071325364207503,25.579623238310038,93.44583758504058,90.35700655078651,87.66816060460826,15.860129216798342,30,130470,48,0,0,0,1,1,1,0,1,111.48634893231817,-19.292553395216654,21.22604363589004,0
54772,4.379824323083667,0.9526784271982442,25.32623872738289,93.63309944332312,89.97882971262548,87.56574621950418,15.875619670632783,9,130479,47,0,0,0,0,1,1,0,1,121.01711156373831,-18.885967816217082,18.25179508476324,0
54783,4.717208390435278,0.8880571263728462,25.32719970244132,93.68393136912235,89.51300259235545,87.68278630280152,15.890858373861931,46,130525,46,0,0,0,0,1,1,0,1,111.24507366968223,-20.55636327645682,21.06570780124568,0
54794,4.450262379886805,0.9530908555544162,25.576863722573126,93.06969730649271,90.26437664072778,87.50810518213918,15.906290049139333,21,130546,45,0,0,0,0,1,1,0,1,116.86378303551396,-20.344275206819006,21.59822058345163,0
54804,4.546265820582097,0.9526771198203208,25.2991032043008,93.60574595316035,90.3331101980023,87.62842694498755,15.922083747335897,30,130576,45,0,0,0,0,1,1,0,1,119.43878041348027,-20.784926701707143,19.238474075313455,0
54815,4.494997523696691,0.8559149778542768,25.342794669750596,92.7272525316938,89.84930436288592,87.18712057464843,15.938072065443215,25,130601,45,0,0,0,1,1,1,0,1,116.26267514806156,-14.00350972798832,19.651106438939163,0
54826,4.622495105387825,0.8282015890646004,25.577195395947758,93.0360891694075,89.8062080672311,87.42058437963573,15.953679558175228,14,130615,46,0,0,0,0,1,1,0,1,112.09529192848996,-19.71687273510639,17.18562317512356,0
54836,4.798194720150344,0.9931529992360957,25.50329763068347,93.65359152745638,90.19411662732723,87.66902778010153,15.969567753759872,17,130632,45,0,0,0,0,1,1,0,1,122.16843267717759,-16.40796384887198,19.53745293509776,0
54847,4.514852803637972,1.0114043349311916,25.41670644105696,93.67074438206856,90.27151335975113,87.9018334107504,15.985633036478852,30,130662,44,0,0,0,0,1,1,0,1,123.29675683198121,-22.30882488453456,18.88719408882305,0
54857,4.38212187473884,0.86840327996386,25.317892421808306,93.58502865143608,89.4608492177064,87.71402142175606,16.0017122618877,27,130689,45,0,0,0,1,1,1,0,1,105.37772691822265,-16.944519130749246,17.86128535654312,0
54868,4.5052795119691345,0.896060692109286,25.402983840405334,93.66242818959158,89.7004501924357,87.47588453226138,16.017951871155915,47,130736,45,0,0,0,1,1,1,0,1,110.52881098079324,-18.31233944957642,21.755125860082202,0
54878,4.357335059720046,0.9463251982281297,25.270988698191427,92.72957753711813,89.63913869192565,87.8746118259927,16.034274731127876,22,130758,44,0,0,0,1,1,1,0,1,120.69762097145653,-19.7581611548499,19.090529814565148,0
54889,4.512594777917098,0.9268728283648587,25.497533487532674,93.6788067703062,89.80408573883196,87.14145272739917,16.050820448739913,44,130802,46,0,0,0,0,1,1,0,1,119.85037474661274,-17.86212382020846,20.477783207241973,0
54899,4.465550923565153,0.8995303630682902,25.27334837906973,92.7697412352685,89.99594619151206,87.35771032320201,16.06755599622943,42,130844,45,0,0,0,0,1,1,0,1,114.33797050658767,-17.72409758071048,20.274824951516322,0
54910,4.269518097645451,0.9590968633901024,25.499205971985972,92.83450142296527,89.61919427160305,87.38119893516722,16.08440114566552,45,130889,44,0,0,0,0,1,1,0,1,104.49042015355275,-18.778960973129465,19.817450108349988,0
54920,4.774107011944906,0.9489184530756574,25.637449866228234,92.97082694584701,90.08062227469864,87.28261522836134,16.101040459750024,10,130899,46,0,0,0,1,1,1,0,1,107.6234407832302,-20.866363580688013,20.52737698907583,0
54931,4.554926210946588,0.96447278087546,25.45542030097555,93.51836333071758,89.72535782552453,87.973119574193,16.11820798599901,11,130910,48,0,0,0,0,1,1,0,1,116.74748672670727,-23.125996647750846,20.04164883723581,0
54941,4.4469337228917425,0.9962247557686073,25.436785383772587,93.63632636741833,90.36027166020278,88.08046474094078,16.135409486994853,45,130955,48,0,0,0,0,1,1,0,1,114.01924881902775,-16.848484336650895,17.37632080309874,0
54952,4.259603991446402,1.003162128542118,25.373417368775268,93.02883484822691,89.80791027575714,87.69859703840157,16.152620739289894,42,130997,48,0,0,0,0,1,1,0,1,114.55364209673587,-19.2750123925489,21.534550705736887,0
54963,4.668896093686028,0.8668473048322726,25.450207986951693,92.83147717060518,89.86285302826136,87.22971681503994,16.17020221279191,9,131006,49,0,0,0,0,1,1,0,1,113.05928328031187,-22.711167788337903,21.787241777437984,0
54973,4.716784161071023,0.8898119957575529,25.585964544551008,93.03965733150184,90.16561181903894,87.28271370482364,16.187884602542375,29,131035,51,0,0,0,0,1,1,0,1,113.02336770971927,-20.944878910835108,22.302064891589946,0
54984,4.392606666198099,0.9306318396658748,25.404851393770063,93.559733560617,89.57136058877185,87.35481456616412,16.205400620323314,7,131042,51,0,0,0,0,1,1,0,1,112.97291951491846,-20.00153021801333,18.848129063647125,0
54994,4.702282001906626,0.8193858655286486,25.58967936037097,93.12187418050675,90.07636643371303,87.72179043958185,16.22353668643697,25,131067,50,0,0,0,1,1,1,0,1,111.50642590929205,-20.427439184038093,18.65227048581246,0
55005,4.548155840388201,0.8947383056754546,25.695984601568956,92.80016792278013,89.74743608374044,87.13005996775425,16.241329223622213,6,131073,51,1,0,0,1,1,0,0,1,119.40187921010474,-19.730981609690318,21.46870480821488,0
55015,4.496026920511654,0.9258334243417021,25.559151757362393,93.3257244546598,90.26926916090625,87.34093692604743,16.25898460069918,24,131097,53,1,0,0,0,1,0,0,1,109.59388301180908,-14.836444087981217,21.33412188495708,0
55026,4.321430464073469,0.9390186634504682,25.494453430391065,92.76785560184496,90.14599621076677,87.24700768485116,16.277903424279845,24,131121,55,1,0,0,1,1,0,0,1,108.89261461485442,-18.386213545361336,18.715247876470862,0
55037,4.369236048143222,0.8745335453684653,25.518003187034513,93.16645170992622,90.14192615403041,87.58892239353953,16.296728088671102,5,131126,54,1,0,0,0,1,0,0,1,108.72559456415108,-15.077075246994873,21.19521807809155,0
55048,4.181356273474617,0.9767985847194939,25.39867154669535,93.50853522978417,90.21577957645289,87.74157751359617,16.315316128390016,20,131146,55,1,0,0,1,1,0,0,1,114.9726404899178,-14.597470772337497,19.675812933974427,0
55058,4.7575810728181835,0.8762692720033757,25.64574273529392,93.11607832698019,89.51309164510138,87.15061519382655,16.333918302552405,34,131180,56,1,0,0,1,1,0,0,1,107.58921929341484,-19.968287876379513,22.97706010577493,0
55069,4.730245135939507,0.8343209787434827,25.37011659494775,93.46719437016283,89.8291803007259,87.46201810941474,16.35313358685405,10,131190,57,1,0,0,1,1,0,0,1,110.03309979776138,-18.099502226119306,22.850603873682836,0
55080,4.664179838316194,0.9542217685074178,25.555076527536432,92.75800009429366,89.72730042493151,87.36699029234248,16.37242278024302,28,131218,59,1,0,0,0,1,0,0,1,114.78458221322965,-15.256103986883625,21.05882163165861,0
55090,4.728684164877663,0.8947645729332714,25.521140529602242,93.53647756806066,90.06804926767946,87.65872855981472,16.391901688644985,20,131238,59,1,0,0,0,1,0,0,1,101.33737602985738,-19.358837545449624,19.211903996606292,0
55101,4.50319746657588,0.8325358952732944,25.391119245192513,93.10135060129457,89.68953996962972,87.28768443417394,16.41121582001319,39,131277,60,1,0,0,0,1,0,0,1,115.29483417390779,-13.025470553940384,19.601870745667505,0
55112,4.195326472715817,0.8877911768974289,25.357188159121705,93.00845221145225,89.45293530176691,87.61051391556008,16.430842699512215,20,131297,61,1,0,0,1,1,0,0,1,104.79785785569509,-14.966055002512444,19.575330078360164,0
55123,4.3047492085535195,0.8085673730881356,25.67218690133714,92.91866531986402,90.05326107920442,87.42396669608263,16.45045325873086,28,131325,60,1,0,0,1,1,0,0,1,115.1759513477055,-21.848371311672473,20.955174386694406,0
55133,4.506051892487433,0.824352614813773,25.347431943714312,92.9238197952569,90.16932041680647,87.112660335951,16.469747686156982,6,131331,58,1,0,0,1,1,0,0,1,104.20219336377033,-22.337499717182638,21.28821109917265,0
55144,4.46282347095583,0.8883090606752114,25.711178427398035,92.95103903271988,89.64849059291335,87.28636590229772,16.489317714359053,27,131358,58,1,0,0,0,1,0,0,1,109.97390899229688,-22.10779999153778,22.34452613960559,0
55154,4.437178417522986,0.802709880690436,25.592379599690744,92.81374201497789,89.57088224941215,87.85397035516414,16.509027743871236,15,131373,58,1,0,0,1,1,0,0,1,102.62171900233695,-20.701065056569476,18.021304075145757,0
55165,4.392094675211263,0.8268423340492246,25.729135638122592,92.94201865479094,90.07488684673726,87.27874805730383,16.528830615029165,7,131380,60,1,0,0,0,1,0,0,1,111.1033507321129,-20.50238787817763,21.202450534807504,0
55175,4.505802512058222,0.8114900360806784,25.551584280167628,93.59124557594826,89.8923184267915,87.34389861558631,16.54902686796045,17,131397,59,1,0,0,1,1,0,0,1,118.21304282196797,-17.289586355273773,18.7263457527689,0
55186,4.152807253337112,0.8759009686704751,25.591633011563882,93.16807736371887,90.33726276345492,87.11823095087682,16.569086372170485,36,131433,58,1,0,0,1,1,0,0,1,108.12249123482322,-17.22971207137808,20.444738132618568,0
55197,4.4505123602655114,0.7778940559568576,25.629924158249608,93.18391299761943,89.57509295845854,87.44323426952421,16.589891721623523,25,131458,58,1,0,0,1,1,0,0,1,113.2982124892321,-17.570095559759224,19.198956636995877,0
55207,4.086692549322171,0.8662998265101225,25.39800787946104,93.07935003302177,89.78693235077307,87.61729414749432,16.610942258920435,41,131499,57,1,0,0,0,1,0,0,1,110.86794942743425,-18.05938605146431,20.813758050665534,0
55218,4.491456558843614,0.8028847021197392,25.669705487405146,93.05786678124016,89.67998818046405,87.23507862030011,16.631492172174468,21,131520,59,1,0,0,0,1,0,0,1,102.89302032064623,-21.423293846019867,18.90819994362223,0
55228,4.147778389963087,0.8080233715697993,25.490559755981412,92.75014487690379,89.7258650897796,87.19688809173746,16.651941607177285,26,131546,57,1,0,0,0,1,0,0,1,98.96813591966239,-18.77794128928111,21.233397244201875,0
55239,4.486600113395544,0.8825744216279298,25.63148864832223,92.66234923138558,90.21774746419227,87.1865193052345,16.67298342157379,13,131559,57,1,0,0,1,1,0,0,1,114.8070008488285,-21.426075007891697,19.65938043354568,0
55250,4.609711426007112,0.8621699559497984,25.64756417468145,92.76276502021597,89.92747515027482,87.47346949404076,16.694456456097246,6,131565,59,1,0,0,0,1,0,0,1,103.89935073534096,-17.74532683113049,22.678716184258132,0
55261,4.03726246459262,0.9441594780236495,25.6303281834945,93.09456639927585,89.62109279922052,87.44646036341611,16.715655180538054,49,131614,60,1,0,0,1,1,0,0,1,116.82488466834948,-21.71590334803181,18.92672071130062,0
55271,4.295642995468628,0.9158805375755155,25.466274482546797,92.84775442694192,90.01801215297914,87.60577836959655,16.73658270112033,33,131647,61,1,0,0,1,1,0,0,1,103.80619626048514,-19.433413684762485,23.195385870975144,0
55282,4.582461941675363,0.9204422373283894,25.405505442724237,93.41484218537865,90.07065043608902,87.33626505048201,16.75823108918139,4,131651,61,1,0,0,0,1,0,0,1,115.89941968907614,-21.180652688039036,22.14237202273775,0
55293,4.205123919686803,0.8019123748623255,25.521355713302796,93.11450456212276,89.78224011614417,87.1779091483193,16.780110474134865,31,131682,61,1,0,0,0,1,0,0,1,101.62805200447914,-14.553303892871853,22.360039550157694,0
55303,4.2442688111111915,0.9567962739606986,25.592165972627477,93.1476675836597,89.60430532826108,87.16302584118016,16.801526737297586,8,131690,62,1,0,0,0,1,0,0,1,100.29057237274182,-15.179714444439357,18.358243857583126,0
55314,4.376884780651334,0.9370572706257599,25.439489753043265,92.76782569264807,90.3147555656307,87.28057968678148,16.823187878501848,14,131704,60,1,0,0,0,1,0,0,1,103.42781218946529,-19.782902473053934,19.76850083801887,0
55324,4.3250225413902434,0.7841642887533007,25.791111407267735,93.44307314843387,89.53255292217085,87.69633425043777,16.84540511164013,46,131750,60,1,0,0,1,1,0,0,1,116.78531331056845,-15.929016744474517,23.10146314925332,0
55335,4.1708458018677215,0.8720324907065704,25.577542490636507,92.69172929110098,90.28294727730606,87.51036414814254,16.867933960340824,40,131790,58,1,0,0,0,1,0,0,1,115.61847574101054,-17.50585061333198,19.770597676677752,0
55346,4.113313091689797,0.8544228865862425,25.41308626563303,93.23047365384473,89.75312623134964,87.44098259205687,16.89056408802053,20,131810,59,1,0,0,1,1,0,0,1,114.90060210273631,-21.417550720889622,22.742407988152383,0
55356,4.379932531289738,0.9102743155055253,25.42400787460524,92.86344754621904,90.20921192457783,87.54246271731743,16.912418255952723,35,131845,61,1,0,0,1,1,0,0,1,112.92382221930664,-13.334790558532376,19.468618503507027,0
55367,4.3343052932204245,0.8800036265590422,25.801471830315204,93.42251332842812,90.15447425616492,87.79914630865822,16.934996290219225,0,131845,63,1,0,0,1,1,0,0,1,101.08214974982421,-20.022006226159423,19.779589124758772,0
55378,4.140767456396258,0.9369108677285869,25.808600650648888,92.85953065700375,90.15681862037088,87.41688338079553,16.95769628185143,14,131859,64,1,0,0,1,1,0,0,1,104.47317772793278,-13.421731107621888,20.86060823316828,0
55388,4.189508793276235,0.787883263231122,25.54758161184613,93.18317517029443,90.05198687589082,87.62516249608028,16.980139792630073,25,131884,63,1,0,0,0,1,0,0,1,112.01680663255107,-14.808513368969248,19.074621096269166,0
55399,4.0098814907238465,0.9080677099881481,25.727787822870045,92.63266895274275,89.77351310791155,87.13124775934587,17.002519773475104,33,131917,65,1,0,0,0,1,0,0,1,98.21007014876231,-20.456562234523034,17.964412232981243,0
55409,4.311810805495267,0.8411776592547355,25.466451521948315,93.34000998331345,90.03516473579585,87.7227457712898,17.025475836401505,10,131927,66,1,0,0,0,1,0,0,1,109.02189443866556,-13.389999334878619,22.018625242787138,0
55420,4.300533068120817,0.7815736174517915,25.450779233574995,93.04184754317319,90.24221724737932,87.85602750545262,17.0484292878449,45,131972,67,1,0,0,0,1,0,0,1,104.83342564784236,-20.29450315704833,23.584833466892917,0
55431,4.068197004442378,0.8253531662222,25.72006006369058,93.12642614488928,89.60848697273606,87.51002269673508,17.071796860187632,46,132018,69,1,0,0,0,1,0,0,1,109.35652389599169,-20.32968779109425,20.03957589265597,0
55441,4.099741943286903,0.762701263091874,25.48233334032386,93.39295205642236,90.16619486642625,87.51734064004393,17.095043768843166,14,132032,70,1,0,0,1,1,0,0,1,99.16596893141417,-18.260167774699987,19.098971013858122,0
55452,4.348928161607094,0.853177124806396,25.812197590993307,93.37716034880405,89.66476187449352,87.69246427133471,17.11816749610653,8,132040,72,1,0,0,0,1,0,0,1,110.42449256551082,-12.34634187417325,22.556357677389155,0
55462,4.168156943519561,0.9354902321574019,25.62381562241914,93.30090098465517,89.62318359357297,88.03262241074202,17.142243665164912,43,132083,74,1,0,0,1,1,0,0,1,102.1997731837028,-14.942635318860813,22.99695547893788,0
55473,4.378915465618057,0.9191800481452729,25.733644511772027,92.97545242702927,89.98512788582649,87.38505812855689,17.16658640146239,4,132087,76,1,0,0,0,1,0,0,1,103.70843049916057,-19.89408250702013,22.56507544541374,0
55484,4.271937078163731,0.9310998749953171,25.836170275464426,92.6374569111303,89.54060174817764,87.33109654555416,17.190668668930506,50,132137,77,1,0,0,0,1,0,0,1,110.68343330509401,-16.239072509962682,20.828323373102727,0
55494,4.052063570082307,0.9059594296712961,25.60974606569917,93.49045810981619,89.67589058995691,87.98458038446778,17.214229513082284,28,132165,77,1,0,0,0,1,0,0,1,104.02011033962854,-15.837041642210957,20.89877932528886,0
55505,3.9753850965931465,0.8701475966946175,25.715127879742205,93.46226614624213,89.63158975737839,87.47258399226484,17.23839947957724,14,132179,78,1,0,0,0,1,0,0,1,112.15985740600291,-18.316819838772396,20.959875886677633,0
55516,4.072562332663475,0.8582416441169052,25.630089330939672,92.73918136785976,89.3629799840661,87.89327130750098,17.262738593420693,45,132224,77,1,0,0,0,1,0,0,1,99.5062926256055,-18.0796533922652,18.10761522195077,0
55526,4.028874872477353,0.8684865839385911,25.7522557947469,93.26793285039567,90.12023982852806,87.40316792291948,17.2870348516934,33,132257,77,1,0,0,1,1,0,0,1,111.46077057097531,-21.212414973409068,22.484507422479712,0
55537,4.035125302021913,0.8930135121392578,25.58557456059078,93.16371541973619,89.91377363913196,87.51093772856707,17.31106035349134,40,132297,76,1,0,0,0,1,0,0,1,100.46180303875236,-14.566391512170219,22.138365291405428,0
55547,4.131842990298917,0.8944598095545969,25.686792251788205,93.28639051408271,89.949633093527,87.49413397799081,17.335537796445326,18,132315,75,1,0,0,0,1,0,0,1,101.45998804298202,-12.124195333592775,18.692007988003652,0
55558,4.183009537390216,0.8090633463434251,25.744665475728237,93.57566229134464,89.34026482968036,87.35543319925375,17.360179534138187,41,132356,75,1,0,0,1,1,0,0,1,108.10631496177042,-21.425316503253757,22.698494292355978,0
55573,4.366149323484776,0.7437888528367382,25.500893775976273,92.79223337478214,89.56910782521659,87.888646092456,17.395877000097375,11,132367,73,1,0,0,0,1,0,0,1,109.7070129206288,-16.27737453029586,19.25697391972526,0
55584,4.13338841690355,0.8916564937767789,25.660752937819435,92.82243394828359,89.35654544594149,87.9613201608518,17.420621773626603,17,132384,72,1,0,0,1,1,0,0,1,95.7650970640254,-20.00694862574047,21.113928381044477,0
55594,3.854961477309129,0.8541805472810904,25.78857653527496,93.25392456378833,89.84470241635931,87.0879756049133,17.445510932088148,44,132428,73,1,0,0,1,1,0,0,1,93.80276116058042,-16.81750380956552,21.791284994833717,0
55605,3.8421252346922934,0.7773417000350338,25.66933606398442,92.77673266995166,89.3411060275687,87.2178124964111,17.471072837674996,24,132452,71,1,0,0,0,1,0,0,1,94.80028942862826,-15.046079521817592,22.478333042963406,0
55615,4.283382945540535,0.8366296132711805,25.739293742957123,93.09271540173441,89.4243387993351,87.19653229180798,17.49580840498663,42,132494,71,1,0,0,1,1,0,0,1,107.72108448519515,-19.93838627071175,23.17639443989517,0
55626,3.8270994580039996,0.8515542237425191,25.606374152326136,93.04145836806195,89.98123381760418,87.81941622872557,17.520892524546497,34,132528,72,1,0,0,1,1,0,0,1,108.60439061183544,-17.25596152536194,23.13764508647439,0
55636,4.013806070725414,0.8458351401541141,25.87587308769307,93.19251644277627,89.91799169702745,87.48838855782435,17.546294361199706,6,132534,70,1,0,0,0,1,0,0,1,91.77762153451685,-16.59331671546959,18.603752628112574,0
55647,4.234969028120332,0.7972203429967709,25.887952744012907,93.4397871901962,89.51452971411203,87.28400691979944,17.571888566985283,35,132569,68,1,0,0,1,1,0,0,1,106.90321354399217,-13.289636305103251,22.032143687999728,0
55657,4.208934266440506,0.9194797182618972,25.635254585108267,92.97464910489384,90.10073355571227,87.92091452793143,17.59746642424988,16,132585,69,1,0,0,0,1,0,0,1,99.70587491261749,-15.499011545500059,21.62818713496159,0
55668,3.889155939112312,0.7260720007948676,25.789218632733785,92.86283430831128,89.92098826118483,87.61075156301285,17.623502638909798,42,132627,68,1,0,0,1,1,0,0,1,106.88442079482273,-17.902592728789557,23.25657459622777,0
55679,4.1079135013073795,0.9035669752905517,25.810730854605648,93.38055953967246,89.52726294153179,87.92661598603648,17.649480511588585,43,132670,69,1,0,0,0,1,0,0,1,104.00646450013645,-15.910691314761603,19.912077553219497,0
55689,3.8291319135593054,0.8237291938177519,25.804798610797647,92.71965532178291,89.98849675138476,87.6575504688976,17.676342865545667,9,132679,68,1,0,0,0,1,0,0,1,92.48607733578963,-12.863824765889502,19.98222178051641,0
55700,4.1255484172333485,0.7462264729463407,25.770044545301456,93.01597382711593,90.0270282528283,87.78857741406307,17.702965831535515,32,132711,70,1,0,0,0,1,0,0,1,90.27887113600048,-18.182088099156843,24.150123127506856,0
55711,4.162121982225297,0.9102983462831342,25.763421238059614,92.77013711552945,89.73689194152405,87.14468604008954,17.729457953061008,25,132736,70,1,0,0,1,1,0,0,1,93.2743922430752,-17.993359333264557,22.74014860861476,0
55722,3.795330106367195,0.7791235015939824,25.59529853302491,92.66962032495547,90.03884813706095,87.26926753371468,17.757572412806113,35,132771,70,1,0,0,0,1,0,0,1,90.14177911658241,-17.21734957819927,22.158775727823503,0
55733,4.030193745997968,0.8889429095964388,25.909789042992205,93.09768499317539,89.73627471989694,87.19088184492834,17.78426737990803,33,132804,71,1,0,0,1,1,0,0,1,106.31320595349956,-18.089246218609393,21.830828659787585,0
55743,3.7495344341531895,0.8133785649244315,25.645444242400814,92.86556948012739,89.49811956557312,87.3490356613507,17.811643321076385,16,132820,73,1,0,0,0,1,0,0,1,90.78369300189729,-20.417527594391377,23.258126621629426,0
55754,3.6868103801319205,0.8028948932868342,25.740926615102143,93.2187000064551,89.56834036037168,87.88128759590346,17.838843462933674,20,132840,73,1,0,0,1,1,0,0,1,107.19170608455698,-14.476974660665968,21.10785580031643,0
55765,3.860652047972998,0.777362119123752,25.675312496709523,92.96034195829539,90.17748310508337,87.56468106527278,17.865416906838597,1,132841,75,1,0,0,1,1,0,0,1,96.72140093224345,-17.784059677430825,19.74025198299937,0
55775,4.211879741440189,0.7530575541396742,25.65141756322149,92.94419373319477,90.1307986682543,88.01789131978809,17.89298735349486,21,132862,76,1,0,0,0,1,0,0,1,91.13829238409782,-20.479860390294284,19.293714193792116,0
55786,4.112845762436578,0.7286777613009316,25.773449671940938,93.37210643423832,89.9861860941185,87.0964971166315,17.920850552829197,9,132871,78,1,0,0,1,1,0,0,1,105.5393602213778,-14.576025406310787,21.450341679964943,0
55797,3.772397393016146,0.7811483133909245,25.83326193796809,92.77034832173169,90.27750487134873,87.48991490172826,17.948829292115427,28,132899,76,1,0,0,1,1,0,0,1,105.55806583968098,-12.709080127097891,20.904381671109984,0
